cve,year,se1_0,se1_1,se1_3,se1_4,se1_5,se1_6,se1_7,se1_8,se1_9,rs_w1,rs_w2,rs_w3,rs_w4,rs_w5,rs_w6,rs_w7,rs_w8,rs_w9,rs_w10,rs_w11,rs_w12,rs_w13,rs_w14,rs_w15,rs_w16,rs_w17,rs_w18,rs_w19,rs_w20,rs_w21,rs_w22,rs_w23,rs_w24,rs_w25,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,mun,trat,pto
O50,2016,119,0,698,29,0,596,137,246,119,0,987,360,240,138,72,39,16,48,0,20,8,16,0,0,0,0,0,0,0,0,0,0,0,0,113,415,686,730,0,0,0,Chavinda,0,1
O51,2016,138,0,828,38,0,717,74,198,317,0,1418,441,198,105,47,15,12,24,5,0,0,2,12,10,0,4,0,0,12,0,0,0,0,0,244,796,851,299,120,0,0,Tangamandapio,1,1
O56,2016,1120,0,1250,72,332,3145,29,357,446,2,3948,1024,577,361,111,150,100,115,76,39,30,37,55,29,27,9,6,3,7,10,10,3,2,12,419,1650,3675,782,225,0,0,Yurecuaro,0,1
O60,2016,29,0,441,151,0,1088,514,66,124,0,1320,432,179,193,57,37,70,22,39,22,11,14,0,2,3,0,0,0,2,2,0,0,2,6,179,378,1155,701,0,0,0,Ecuandureo,0,1
O62,2016,150,0,12,232,0,175,31,92,12,21,476,16,61,13,12,39,23,8,26,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,59,176,374,95,0,0,0,Villamar,0,1
O69,2016,246,0,12,3,0,164,0,132,124,0,452,158,12,15,14,18,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,88,141,423,29,0,0,0,Ixtlan,0,1
O78,2016,12,0,832,38,0,612,507,223,162,0,1472,500,191,141,29,19,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,607,1609,0,0,0,0,Marcos Castellanos,0,1
C82,2016,400,23,3071,1689,1985,7522,1163,2660,4469,39,11579,2967,1671,1201,850,781,574,412,459,354,266,230,210,236,205,208,123,122,86,58,57,52,46,136,2352,5314,8675,4926,0,1715,0,Hidalgo,1,1
C85,2016,84,0,578,38,0,421,1,256,108,0,611,248,147,130,118,81,65,31,10,4,19,4,0,0,0,0,0,0,0,0,0,3,5,0,195,198,684,409,0,0,0,Jungapeo,1,1
D09,2016,706,3,4832,1627,807,13296,1477,6790,5660,34,16255,5008,2974,2052,1379,1205,977,796,742,528,426,424,438,302,267,291,189,124,71,76,61,31,60,182,3130,6894,13069,8499,2010,1374,0,Zitacuaro,1,1
H44,2016,0,529,35,12,0,67,24,72,135,0,447,208,111,25,15,4,0,24,4,12,12,0,0,0,0,0,12,0,0,0,0,0,0,0,40,170,253,411,0,0,0,Angangueo,0,1
N97,2016,0,0,1863,54,0,242,0,113,136,294,1213,329,186,136,89,39,14,0,22,2,10,14,15,9,0,0,36,0,0,0,0,0,0,0,186,367,1543,312,0,0,0,Tlalpujahua,0,1
O27,2016,30,0,431,124,0,140,12,17,2,0,668,81,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,254,430,0,0,0,0,Ocampo,1,1
O34,2016,0,36,1439,1100,0,5709,834,3210,1709,42,7068,2323,1482,920,524,383,225,206,191,112,121,101,60,48,43,27,8,18,9,11,5,15,2,28,977,2441,6791,3828,0,0,0,Maravatio,0,1
O35,2016,6,0,254,416,1,317,50,773,128,0,916,514,170,173,36,40,23,12,13,8,7,1,3,0,7,0,0,0,0,0,0,13,0,9,57,263,881,744,0,0,0,Contepec,0,1
O36,2016,189,768,261,413,0,3075,60,639,915,2,3356,903,549,349,180,224,160,137,82,92,46,65,28,33,16,20,10,4,10,12,2,4,6,21,422,1236,2331,2331,0,0,0,Huetamo,0,1
O37,2016,467,0,226,24,0,892,133,48,0,0,855,317,217,202,55,58,22,5,23,3,6,0,0,3,0,12,0,0,0,0,0,0,12,0,67,163,815,649,96,0,0,San Lucas,0,1
O44,2016,16,40,233,197,0,498,33,12,0,0,579,253,133,29,1,1,13,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,75,204,750,0,0,0,0,Irimbo,0,1
O45,2016,0,0,48,0,0,0,40,0,60,0,96,40,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,88,48,0,0,0,0,Aporo,0,1
O46,2016,747,0,157,278,198,1063,47,577,287,12,2031,471,250,130,109,39,44,45,38,30,28,14,18,15,18,12,7,13,6,1,1,0,10,12,367,837,1838,312,0,0,0,Tuxpan,1,1
O47,2016,116,0,60,62,0,66,0,0,92,14,363,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,226,137,0,0,0,0,Senguio,0,1
O64,2016,0,0,0,36,0,196,0,0,0,0,80,79,57,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,70,118,0,0,0,0,Tiquicheo,0,1
O66,2016,12,0,24,280,0,179,60,81,0,0,529,83,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37,38,385,176,0,0,0,Tuzantla,0,1
O79,2016,0,0,0,61,0,223,0,29,0,0,141,3,97,48,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,266,0,0,0,0,Juarez,1,1
S54,2016,0,0,36,0,0,24,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,Epitacio Huerta,0,1
C76,2016,3,0,74,3,1435,146,40,0,0,0,158,72,36,7,117,90,102,122,101,103,86,61,82,74,58,65,54,43,43,48,58,31,18,72,71,130,445,1055,0,0,0,Arteaga,0,1
C87,2016,284,1128,12692,7746,2515,21603,14314,16669,9403,187,26986,12838,7880,6928,4434,3745,3073,2636,2313,1672,1495,1325,1332,1129,1017,823,781,816,860,697,551,470,734,1436,4716,14091,30711,17892,6351,2648,9848,Lazaro Cardenas,0,1
O80,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Susupuato,0,1
O61,2017,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,Chinicuila,0,1
O81,2017,694,0,132,75,240,760,29,355,0,0,1145,371,331,163,65,39,35,16,42,21,17,6,3,9,4,5,5,2,1,0,0,0,0,0,120,721,990,454,0,0,0,Coahuayana,0,1
O82,2017,0,1210,11,397,0,314,248,179,0,0,670,449,154,161,155,84,81,97,49,23,20,64,44,50,43,25,30,15,16,16,27,18,35,0,119,230,662,1348,0,0,0,Aquila,0,1
C89,2017,5481,647,62448,25016,5709,100548,17453,82349,54250,2254,98893,54966,38722,28019,21920,17476,13505,11936,9529,8238,7087,6156,5497,4173,3735,3151,2439,2231,2456,2045,2154,2304,4117,0,17781,42463,98876,96268,38110,25440,34716,Morelia,0,1
C91,2017,0,0,12,23,0,169,0,290,0,0,330,114,26,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,186,257,0,0,0,Nocupetaro,0,1
C95,2017,754,0,2675,1678,859,10518,1080,3562,5557,57,12877,4401,2473,1306,932,786,719,596,427,344,309,237,188,213,176,99,118,53,55,60,42,67,145,0,1819,4772,9751,9788,550,0,0,Patzcuaro,1,1
C97,2017,4,0,794,336,0,1882,18,441,839,41,3272,600,250,54,16,16,29,12,5,0,1,8,4,2,1,0,1,0,0,0,0,1,1,0,504,1213,2167,430,0,0,0,Quiroga,1,1
C99,2017,2277,39,3204,854,354,5792,301,1645,2049,27,6694,3329,2207,1098,459,408,374,262,265,124,154,146,76,81,35,39,52,26,28,13,33,18,28,0,747,2213,7705,5115,208,178,286,Tacambaro,1,1
D04,2017,603,0,90,66,0,545,12,191,61,0,781,340,130,22,1,13,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,320,890,291,0,0,0,Turicato,1,1
D07,2017,665,207,9249,2692,856,10031,1219,4266,2421,133,17410,3903,2541,1655,1040,774,543,488,437,359,302,246,243,202,209,131,89,94,52,56,54,71,173,0,2850,7117,11930,7238,2206,0,0,Zacapu,0,1
D10,2017,440,152,2978,1850,0,6824,553,1448,2175,64,7746,3146,1653,1006,681,588,407,308,170,134,80,139,47,33,34,27,28,16,12,0,23,16,40,0,969,2697,6109,4345,1407,893,0,Tarimbaro,1,1
K77,2017,454,25,224,21,17,419,0,76,122,0,1032,216,62,17,11,8,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,491,780,0,0,0,0,Acuitzio,1,1
K78,2017,1335,0,446,164,0,3438,551,712,1074,60,4004,1503,931,368,230,216,87,68,38,26,22,9,19,2,4,0,0,0,0,0,0,0,0,0,515,1817,4156,1143,0,0,0,Ario,1,1
K79,2017,50,0,124,0,0,138,0,34,132,0,339,87,20,1,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,144,325,0,0,0,0,Erongaricuaro,1,1
K80,2017,0,1644,12,334,0,501,1,155,124,0,666,482,462,298,197,161,102,100,60,46,36,21,18,15,11,1,4,11,0,2,5,15,11,0,121,247,742,1614,0,0,0,La Huacana,0,1
K81,2017,785,0,39,132,0,63,0,0,61,0,819,179,37,18,2,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,79,532,114,77,126,107,Huiramba,1,1
K82,2017,43,0,9,181,0,283,20,680,0,0,454,209,203,138,62,59,54,4,7,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,39,123,508,546,0,0,0,Lagunillas,1,1
K83,2017,187,0,495,41,0,488,0,137,209,12,967,231,133,45,12,26,25,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,145,404,871,68,0,0,0,Madero,1,1
K84,2017,939,0,2001,6,0,889,5,952,389,2,3131,820,467,203,88,87,86,120,19,50,11,9,24,6,6,5,0,6,0,3,4,28,2,0,285,1055,2213,1628,0,0,0,Salvador Escalante,1,1
K86,2017,143,0,92,51,0,249,12,98,0,0,523,79,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,167,428,17,0,0,0,Tzintzuntzan,1,1
L22,2017,64,0,66,0,0,428,0,208,144,0,656,79,42,40,26,39,4,16,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,103,370,437,0,0,0,0,Angamacutiro,0,1
L23,2017,240,0,186,80,0,512,12,140,36,0,844,188,51,65,31,19,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,228,876,0,0,0,0,Jose Sixto Verduzco,0,1
L24,2017,0,0,0,0,0,161,0,139,0,0,198,15,28,35,8,3,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,54,180,0,0,0,0,Morelos,0,1
L25,2017,0,0,442,858,0,563,0,298,49,0,1059,361,297,179,117,33,34,20,9,9,4,34,10,4,14,9,0,0,2,0,2,2,0,0,214,299,760,937,0,0,0,Panindicuaro,0,1
L27,2017,725,154,1762,987,423,6374,280,1886,1923,57,7746,2392,1203,639,457,420,205,243,136,76,88,142,84,124,57,44,26,38,8,1,3,1,7,0,1522,3451,6811,2502,0,0,0,Puruandiro,0,1
M45,2017,0,0,202,0,0,101,0,23,0,0,213,44,23,11,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,24,4,85,190,0,0,0,Churumuco,0,1
O24,2017,393,90,911,1023,284,2864,569,1344,412,14,5356,1016,387,232,114,163,97,97,60,28,50,34,39,34,19,18,7,3,1,4,5,7,10,0,830,2014,4054,923,0,0,0,Zinapecuaro,1,1
O25,2017,200,0,254,45,0,335,59,53,35,24,907,37,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,405,420,0,0,0,0,Querendaro,0,1
O26,2017,35,0,208,24,0,207,25,0,76,0,550,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,326,163,0,0,0,0,Indaparapeo,0,1
O48,2017,413,125,422,328,0,435,240,145,70,0,1485,391,107,86,41,20,12,7,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,538,1327,191,0,0,0,Charo,0,1
O49,2017,386,0,129,30,0,466,664,708,103,3,1538,207,92,41,72,122,101,90,63,39,15,23,18,7,6,6,0,0,0,0,2,9,20,0,191,731,1351,201,0,0,0,Alvaro Obregon,0,1
O54,2017,66,0,84,161,0,553,36,71,220,4,1021,143,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,603,483,0,0,0,0,Coeneo,0,1
O55,2017,29,0,361,167,0,385,178,95,105,1,833,234,81,45,26,20,17,29,21,8,1,2,0,0,0,0,0,2,0,0,0,0,0,0,136,289,534,361,0,0,0,Jimenez,0,1
O68,2017,39,0,168,24,0,235,0,36,0,0,420,46,1,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,59,371,0,0,0,0,Huaniqueo,0,1
O71,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caracuaro,0,1
O72,2017,288,177,665,1370,198,866,68,104,275,43,2325,628,315,183,95,120,37,61,28,53,33,23,15,10,12,0,0,0,1,8,3,6,0,0,197,562,1802,102,1336,0,0,Cuitzeo,0,1
O73,2017,0,0,12,0,0,24,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,Chucandiro,0,1
O74,2017,24,0,241,24,0,364,3,84,12,12,526,112,72,14,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,213,427,0,0,0,0,Santa Ana Maya,0,1
O75,2017,301,0,317,137,0,676,189,687,169,12,1834,336,56,45,47,30,12,8,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,686,1502,0,0,0,0,Huandacareo,0,1
O76,2017,80,0,48,155,0,48,42,72,0,0,301,65,18,11,8,20,0,1,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,243,132,0,0,0,0,Copandaro,0,1
O77,2017,18,45,0,0,0,85,0,0,0,0,114,0,0,1,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,84,0,0,0,0,Tzitzio,0,1
C75,2017,1128,52,5600,1724,935,15092,1720,5859,3694,102,19313,4840,2911,1651,1192,1044,749,665,536,443,386,286,276,257,215,208,135,119,87,76,65,64,176,0,3143,7792,15141,9728,0,0,0,Apatzingan,1,1
C78,2017,0,0,165,63,0,24,3,0,60,0,90,26,42,14,23,41,31,10,0,6,4,4,0,2,3,4,1,1,4,3,0,4,2,0,27,32,256,0,0,0,0,Charapan,0,1
C79,2017,0,0,12,105,0,314,0,0,144,8,350,174,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,74,471,0,0,0,0,Cheran,0,1
C81,2017,507,0,303,192,149,1091,66,146,95,19,1639,339,172,83,71,54,39,34,26,11,6,7,6,10,4,3,2,0,0,0,0,0,0,0,162,685,1702,0,0,0,0,Gabriel Zamora,0,1
C90,2017,584,0,1244,740,808,3803,44,1098,246,12,5011,1474,663,381,188,116,152,155,102,53,44,40,83,18,23,7,18,5,5,0,4,1,12,0,566,1594,4409,1998,0,0,0,Mugica,0,1
C92,2017,154,0,234,47,0,91,0,27,0,0,418,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,69,472,0,0,0,0,Nuevo Urecho,0,1
C93,2017,295,0,463,0,104,286,0,12,12,0,896,100,57,40,39,19,6,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,224,849,0,0,0,0,Paracuaro,0,1
C94,2017,0,0,2131,228,242,1497,41,429,122,24,2753,763,367,182,143,70,45,67,47,44,56,37,11,30,7,6,8,9,0,0,5,7,8,0,385,928,2915,462,0,0,0,Paracho,0,1
D01,2017,1138,0,1466,130,0,415,93,253,183,0,1533,463,288,205,161,127,106,84,60,87,60,54,37,25,25,14,13,0,2,0,3,2,9,0,219,722,730,994,702,311,0,Taretan,1,1
D05,2017,9998,89,37329,7699,4463,48263,9164,27423,16337,546,56838,28804,19574,13099,9170,6682,4961,3833,3047,2248,1865,1510,1359,994,1083,759,758,537,358,321,460,514,930,0,9575,23909,51269,45363,19209,4132,7020,Uruapan,1,1
K85,2017,617,0,12,35,0,278,12,312,6,0,705,150,200,89,59,28,24,1,4,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,159,314,799,0,0,0,0,Tingambato,1,1
O21,2017,973,330,276,308,442,2318,122,423,288,0,2744,959,518,252,238,227,130,122,61,49,72,27,12,5,5,8,7,1,5,1,1,15,9,0,345,1150,2706,1279,0,0,0,Tepalcatepec,0,1
O22,2017,235,0,874,242,331,1203,28,265,314,1,2424,643,220,113,26,22,14,1,2,0,12,2,0,0,0,0,0,0,0,1,0,11,0,0,372,720,2400,0,0,0,0,Buenavista,0,1
O52,2017,1286,0,618,155,0,361,24,819,321,24,2407,475,296,226,95,41,15,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,292,544,2241,507,0,0,0,Ziracuaretiro,1,1
O53,2017,1614,0,956,109,0,877,144,500,475,12,3505,501,305,114,40,72,31,7,12,3,15,0,6,5,5,6,12,2,2,10,10,0,0,0,267,836,3107,465,0,0,0,Nuevo Parangaricutiro,1,1
O59,2017,0,0,165,48,0,295,0,0,12,0,366,121,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,154,325,0,0,0,0,Nahuatzen,0,1
O63,2017,59,0,353,293,0,1092,30,221,1884,0,1725,872,377,128,221,192,129,111,92,6,36,8,18,0,1,0,14,0,2,0,0,0,0,0,118,650,1498,1666,0,0,0,Coalcoman,0,1
O65,2017,0,0,53,22,0,24,0,0,0,0,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,85,0,0,0,0,0,Tumbiscatio,0,1
O67,2017,149,0,260,4,0,267,0,14,60,0,533,101,60,13,21,2,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,27,259,468,0,0,0,0,Aguililla,0,1
O70,2017,2277,55,1692,102,30,1438,246,607,228,13,3578,1364,827,414,202,19,43,38,51,40,31,19,24,0,2,9,0,0,0,0,1,0,0,0,573,1415,2592,2095,0,0,0,Tancitaro,1,1
C77,2017,333,0,567,411,107,3044,80,357,1013,3,2967,994,615,321,157,225,109,91,79,36,40,39,28,26,15,25,10,22,3,2,11,18,66,0,562,1129,2938,0,1283,0,0,Cotija,1,1
C80,2017,4,82,138,210,0,724,0,94,0,12,909,250,52,17,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,445,658,0,0,0,0,Chilchota,1,1
C83,2017,6021,0,10804,1379,137,10743,1855,3151,1966,40,13540,6524,4390,2866,2206,1497,1041,786,590,430,364,298,236,174,132,91,107,84,48,79,88,102,277,0,1409,4403,9931,11152,2977,2427,3757,Jacona,0,1
C84,2017,465,27,4430,820,847,2314,128,956,1626,60,6783,1596,806,407,330,253,203,158,203,126,116,124,89,46,66,40,23,12,14,15,13,38,69,0,953,2394,4104,4162,0,0,0,Jiquilpan,0,1
C86,2017,2804,12,16547,3420,817,21789,2300,8381,4567,154,26940,10579,6443,3841,2563,1943,1531,1110,854,730,612,442,388,401,311,282,200,167,160,193,180,212,374,0,3328,9771,21041,18761,4569,3167,0,La Piedad,0,1
C88,2017,4853,0,3487,1029,661,9980,1330,5490,2734,51,14699,4462,2746,1627,1122,943,805,502,462,345,224,235,194,196,155,96,103,60,79,54,80,63,78,0,2836,5667,10844,8330,1509,378,0,Los Reyes,1,1
C96,2017,2821,10,3126,462,0,5009,404,519,747,14,5714,2581,1927,1205,676,311,223,119,43,46,70,49,41,11,7,29,3,4,1,2,12,8,2,0,884,2553,5395,4219,47,0,0,Periban,1,1
C98,2017,447,0,4444,1740,0,10950,1362,4552,3566,82,16265,3875,1984,1393,807,586,505,331,298,172,184,95,58,100,82,54,26,30,18,21,29,36,30,0,2563,6400,11924,6174,0,0,0,Sahuayo,0,1
D02,2017,1558,0,2603,85,0,377,67,562,189,2,2445,856,712,430,316,142,157,77,31,33,32,22,32,13,13,27,12,0,17,3,5,32,32,0,319,819,1668,2635,0,0,0,Tinguindin,1,1
D03,2017,1264,0,2077,66,0,771,82,59,112,0,2049,365,278,217,161,126,124,127,70,64,42,48,35,39,6,10,2,6,17,29,5,10,49,0,297,520,1144,208,1998,264,0,Tocumbo,1,1
D06,2017,584,0,689,99,0,730,70,214,277,13,2015,309,92,94,45,38,22,3,11,3,4,4,10,0,0,0,0,0,0,0,0,0,0,0,242,826,1079,516,0,0,0,Venustiano Carranza,0,1
D08,2017,6923,294,25178,6087,1458,44199,7069,18214,16519,339,48051,21144,14182,9546,6969,5199,3782,2678,2311,1847,1452,1177,1057,892,856,667,529,445,358,349,432,383,751,0,7422,19182,45257,32732,7065,2751,11251,Zamora,0,1
L26,2017,0,0,0,12,184,329,16,121,11,0,351,44,55,36,14,17,33,32,27,8,13,7,10,13,1,0,0,3,7,0,0,2,0,0,51,191,431,0,0,0,0,Penjamillo,0,1
O23,2017,397,0,59,88,0,191,0,2,253,1,808,146,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,91,484,378,0,0,0,Pajacuaran,0,1
O28,2017,150,0,979,392,0,1092,316,523,189,0,1948,768,521,249,62,45,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,745,1475,1176,36,0,0,Vista Hermosa,0,1
O29,2017,1054,0,187,221,0,1108,232,483,93,17,2160,439,164,118,133,56,111,26,33,3,37,33,13,23,0,1,0,11,0,0,0,0,0,0,135,505,1496,1094,61,87,0,Tanhuato,0,1
O30,2017,513,0,138,109,0,142,0,154,95,0,655,205,112,101,2,19,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,111,761,218,0,0,0,Brisenas,0,1
O31,2017,77,0,71,0,0,176,0,0,24,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,213,0,0,0,0,Zinaparo,0,1
O32,2017,0,0,146,12,48,168,0,34,120,0,435,70,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,180,302,0,0,0,0,Churintzio,0,1
O33,2017,1318,0,796,93,0,993,420,144,123,12,1859,922,508,213,88,84,32,7,13,19,14,16,10,5,11,0,5,7,2,6,11,6,37,0,140,608,1531,1608,0,0,0,Numaran,0,1
O39,2017,3042,0,548,539,212,3089,575,1227,766,44,5235,1904,1188,430,306,331,99,123,65,78,14,45,36,19,12,8,13,9,12,9,7,1,10,0,704,1790,4521,1901,799,0,283,Tangancicuaro,1,1
O40,2017,239,0,2853,127,315,1823,152,852,321,55,4500,1178,444,164,64,47,22,43,24,40,17,38,4,2,16,1,0,1,0,2,0,0,0,0,651,1684,2936,1261,150,0,0,Purepero,1,1
O41,2017,134,178,28,9,0,254,0,0,82,0,434,83,32,74,25,11,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,179,489,0,0,0,0,Tlazazalca,0,1
O43,2017,24,0,73,95,0,210,0,82,96,0,432,42,25,19,17,18,15,0,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,67,200,313,0,0,0,0,Cojumatlan de Regules,0,1
O50,2017,251,0,755,40,0,644,143,268,117,0,1248,407,251,115,65,16,46,13,22,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,121,426,766,905,0,0,0,Chavinda,0,1
O51,2017,177,0,916,30,0,709,77,244,305,0,1479,512,184,114,38,17,30,19,17,0,0,0,7,18,2,9,3,0,9,0,0,0,0,0,286,713,944,515,0,0,0,Tangamandapio,1,1
O56,2017,1308,0,1295,138,352,3685,37,391,479,10,4541,1097,756,284,188,219,130,142,56,47,24,51,33,41,9,3,2,3,13,3,5,9,19,0,471,1767,4164,988,295,0,0,Yurecuaro,0,1
O60,2017,22,0,584,48,0,1432,532,76,106,0,1411,578,239,162,98,87,66,50,31,27,12,18,4,8,0,1,1,3,2,0,0,0,2,0,162,388,1300,950,0,0,0,Ecuandureo,0,1
O62,2017,181,0,12,49,0,160,30,96,11,12,462,0,17,12,12,13,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,132,343,0,0,0,0,Villamar,0,1
O69,2017,349,0,143,7,0,185,0,137,157,0,786,94,31,19,14,22,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,149,653,77,0,0,0,Ixtlan,0,1
O78,2017,42,0,895,103,0,698,585,263,174,0,1744,537,330,51,34,37,8,9,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,248,602,1910,0,0,0,0,Marcos Castellanos,0,1
C82,2017,453,24,3229,2506,2310,8398,1118,2744,5345,47,13085,3320,1942,1463,1146,830,708,663,521,349,277,260,219,241,223,170,116,105,81,69,61,50,116,0,2560,5511,9555,6335,0,2166,0,Hidalgo,1,1
C85,2017,103,159,194,89,0,524,6,338,128,0,759,173,108,116,113,109,81,38,10,6,5,0,0,2,0,0,0,0,2,1,0,0,3,0,204,260,919,158,0,0,0,Jungapeo,1,1
D09,2017,724,12,5241,2148,856,15774,1433,7320,6048,154,18479,5622,3336,2083,1795,1589,1159,922,749,610,526,393,391,312,278,173,148,95,111,57,45,52,134,0,3441,7298,14684,9313,3839,753,0,Zitacuaro,1,1
H44,2017,0,366,55,0,0,82,14,66,154,1,443,181,40,12,0,2,22,0,7,12,5,0,0,1,0,11,0,0,0,0,0,0,0,0,66,154,335,182,0,0,0,Angangueo,0,1
N97,2017,0,0,2035,104,0,248,10,186,128,271,1441,342,234,161,96,33,22,7,21,3,10,14,3,0,11,0,35,0,0,0,0,0,0,0,228,401,1660,422,0,0,0,Tlalpujahua,0,1
O27,2017,44,0,481,67,0,170,12,79,12,0,755,60,13,13,6,3,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,329,452,0,0,0,0,Ocampo,1,1
O34,2017,302,42,1775,980,0,6414,872,3496,2096,36,8040,2859,1763,924,601,456,299,241,199,132,112,52,46,48,39,20,21,4,0,2,1,21,13,0,927,2591,7589,4870,0,0,0,Maravatio,0,1
O35,2017,39,0,226,414,321,367,60,1012,125,0,1094,539,305,170,126,62,45,39,15,27,24,23,17,41,7,0,0,0,1,2,13,3,11,0,72,315,927,1250,0,0,0,Contepec,0,1
O36,2017,201,952,251,626,0,3264,88,776,969,20,3753,1029,588,348,281,293,236,147,128,68,62,39,40,18,7,4,18,12,3,1,3,7,12,0,481,1227,2660,2759,0,0,0,Huetamo,0,1
O37,2017,489,0,237,24,0,1087,144,48,0,0,1033,243,338,214,45,57,0,21,17,21,4,9,3,1,1,10,0,0,0,0,2,0,10,0,68,181,1000,780,0,0,0,San Lucas,0,1
O44,2017,93,36,231,263,0,460,31,12,0,0,747,220,107,19,3,11,12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,103,297,726,0,0,0,0,Irimbo,0,1
O45,2017,0,0,50,3,0,0,48,0,57,0,143,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,15,98,45,0,0,0,0,Aporo,0,1
O46,2017,776,0,243,450,171,1130,48,660,290,14,2471,528,224,106,86,27,56,50,35,31,12,27,4,16,33,18,10,4,0,1,1,5,9,0,376,1019,1893,480,0,0,0,Tuxpan,1,1
